"Name","Live Bytes","Live Objects"
"org.apache.catalina.util.ManifestResource","2,112 B (0%)","66 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,112 B (0%)","66 (0%)"
"java.lang.annotation.ElementType[]","2,088 B (0%)","80 (0%)"
"java.util.regex.Pattern$GroupTail","2,088 B (0%)","87 (0%)"
"org.hibernate.hql.internal.ast.tree.Node","2,064 B (0%)","43 (0%)"
"java.lang.Character","2,064 B (0%)","129 (0%)"
"org.hibernate.engine.jdbc.Size","2,048 B (0%)","64 (0%)"
"org.springframework.asm.Type","2,048 B (0%)","64 (0%)"
"java.util.regex.Pattern$GroupHead","2,016 B (0%)","84 (0%)"
"org.springframework.cglib.core.Signature","1,968 B (0%)","82 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","1,968 B (0%)","41 (0%)"
"sun.rmi.transport.StreamRemoteCall","1,960 B (0%)","49 (0%)"
"java.nio.HeapByteBuffer","1,960 B (0%)","35 (0%)"
"java.io.ObjectOutputStream$BlockDataOutputStream","1,960 B (0%)","49 (0%)"
"org.h2.mvstore.RootReference","1,960 B (0%)","35 (0%)"
"jdk.internal.module.SystemModuleFinders$3","1,952 B (0%)","122 (0%)"
"org.springframework.core.annotation.AttributeMethods","1,920 B (0%)","60 (0%)"
"java.util.HashMap$KeySet","1,920 B (0%)","120 (0%)"
"org.springframework.data.jpa.mapping.JpaPersistentPropertyImpl","1,920 B (0%)","16 (0%)"
"java.util.HashMap$Values","1,904 B (0%)","119 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,888 B (0%)","59 (0%)"
"sun.util.calendar.Gregorian$Date","1,824 B (0%)","19 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","1,800 B (0%)","25 (0%)"
"org.h2.table.IndexColumn","1,800 B (0%)","75 (0%)"
"java.util.Properties","1,792 B (0%)","32 (0%)"
"org.hibernate.internal.CoreMessageLogger_$logger","1,792 B (0%)","112 (0%)"
"java.time.format.DateTimeFormatterBuilder$DateTimePrinterParser[]","1,792 B (0%)","46 (0%)"
"java.util.Optional","1,776 B (0%)","111 (0%)"
"java.util.ServiceLoader$LazyClassPathLookupIterator","1,760 B (0%)","44 (0%)"
"java.text.DecimalFormatSymbols","1,760 B (0%)","20 (0%)"
"org.apache.tomcat.util.res.StringManager$1","1,736 B (0%)","31 (0%)"
"org.h2.command.dml.Select","1,728 B (0%)","8 (0%)"
"com.sun.proxy.$Proxy27","1,696 B (0%)","106 (0%)"
"org.hibernate.persister.entity.SingleTableEntityPersister","1,680 B (0%)","3 (0%)"
"org.thymeleaf.engine.OpenElementTag","1,680 B (0%)","35 (0%)"
"org.thymeleaf.engine.CloseElementTag","1,680 B (0%)","35 (0%)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","1,656 B (0%)","69 (0%)"
"java.util.zip.ZipFile$Source$Key","1,656 B (0%)","69 (0%)"
"java.util.concurrent.ConcurrentLinkedDeque$Node","1,656 B (0%)","69 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1,632 B (0%)","68 (0%)"
"java.time.LocalDate","1,632 B (0%)","68 (0%)"
"org.hibernate.dialect.function.StandardSQLFunction","1,608 B (0%)","67 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","1,600 B (0%)","100 (0%)"
"java.util.ResourceBundle$BundleReference","1,600 B (0%)","40 (0%)"
"java.util.regex.Pattern$Branch","1,600 B (0%)","50 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotations","1,600 B (0%)","40 (0%)"
"com.fasterxml.jackson.databind.type.SimpleType","1,584 B (0%)","33 (0%)"
"java.util.Enumeration[]","1,584 B (0%)","66 (0%)"
"java.lang.CompoundEnumeration","1,584 B (0%)","66 (0%)"
"java.time.temporal.ValueRange","1,584 B (0%)","33 (0%)"
"byte[][]","1,568 B (0%)","1 (0%)"
"org.h2.value.ValueInt[]","1,568 B (0%)","2 (0%)"
"java.util.concurrent.atomic.AtomicLong","1,560 B (0%)","65 (0%)"
"java.util.regex.Pattern$Slice","1,560 B (0%)","65 (0%)"
"javax.management.MBeanOperationInfo","1,560 B (0%)","39 (0%)"
"sun.rmi.transport.Transport$$Lambda$379.0x0000000800d4a388","1,552 B (0%)","97 (0%)"
"org.springframework.expression.spel.standard.TokenKind","1,536 B (0%)","48 (0%)"
"sun.rmi.transport.Transport$1","1,536 B (0%)","48 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXSimpleType","1,536 B (0%)","48 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","1,536 B (0%)","48 (0%)"
"org.springframework.expression.common.LiteralExpression","1,504 B (0%)","94 (0%)"
"org.attoparser.HtmlBodyElement","1,472 B (0%)","46 (0%)"
"java.lang.Character$UnicodeBlock[]","1,464 B (0%)","1 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,440 B (0%)","60 (0%)"
"java.lang.invoke.MemberName[]","1,440 B (0%)","10 (0%)"
"org.h2.expression.ValueExpression","1,416 B (0%)","59 (0%)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","1,408 B (0%)","44 (0%)"
"java.util.ImmutableCollections$ListItr","1,408 B (0%)","44 (0%)"
"org.h2.table.TableFilter","1,408 B (0%)","11 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,400 B (0%)","35 (0%)"
"javax.management.MBeanOperationInfo[]","1,392 B (0%)","48 (0%)"
"org.h2.value.ValueStringFixed","1,392 B (0%)","58 (0%)"
"javax.management.MBeanParameterInfo","1,376 B (0%)","43 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"java.util.WeakHashMap$KeySet","1,360 B (0%)","85 (0%)"
"java.util.PropertyResourceBundle","1,360 B (0%)","34 (0%)"
"java.time.format.DateTimeFormatter","1,360 B (0%)","34 (0%)"
"sun.util.calendar.ZoneInfo","1,344 B (0%)","24 (0%)"
"com.sun.beans.introspect.ClassInfo","1,344 B (0%)","42 (0%)"
"javax.management.MBeanPermission","1,320 B (0%)","33 (0%)"
"java.util.regex.Pattern$Node[]","1,312 B (0%)","50 (0%)"
"com.sun.beans.util.Cache$CacheEntry","1,312 B (0%)","41 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,312 B (0%)","41 (0%)"
"org.h2.mvstore.Page$Leaf","1,296 B (0%)","27 (0%)"
"java.io.ObjectInputStream$ValidationList","1,296 B (0%)","81 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","1,296 B (0%)","54 (0%)"
"java.util.PropertyPermission","1,280 B (0%)","40 (0%)"
"java.math.BigInteger[]","1,280 B (0%)","39 (0%)"
"org.hibernate.mapping.SimpleValue","1,280 B (0%)","16 (0%)"
"java.security.BasicPermissionCollection","1,272 B (0%)","53 (0%)"
"org.h2.table.IndexColumn[]","1,256 B (0%)","41 (0%)"
"java.lang.ProcessEnvironment$Variable","1,248 B (0%)","52 (0%)"
"java.lang.ProcessEnvironment$Value","1,248 B (0%)","52 (0%)"
"java.rmi.server.ObjID","1,248 B (0%)","52 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","1,248 B (0%)","52 (0%)"
"org.springframework.core.type.StandardAnnotationMetadata","1,248 B (0%)","39 (0%)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","1,248 B (0%)","78 (0%)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","1,240 B (0%)","31 (0%)"
"com.sun.proxy.$Proxy0","1,232 B (0%)","77 (0%)"
"com.sun.proxy.$Proxy4","1,232 B (0%)","77 (0%)"
"sun.rmi.transport.ObjectEndpoint","1,224 B (0%)","51 (0%)"
"java.text.DateFormatSymbols","1,216 B (0%)","19 (0%)"
"java.nio.DirectByteBuffer","1,216 B (0%)","19 (0%)"
"com.sun.proxy.$Proxy14","1,216 B (0%)","76 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","1,216 B (0%)","38 (0%)"
"sun.reflect.generics.tree.Wildcard","1,200 B (0%)","50 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","1,200 B (0%)","25 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"java.math.BigDecimal","1,200 B (0%)","30 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl","1,184 B (0%)","37 (0%)"
"org.hibernate.service.spi.ServiceBinding","1,184 B (0%)","37 (0%)"
"java.util.jar.Manifest","1,176 B (0%)","49 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","1,176 B (0%)","49 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","1,168 B (0%)","73 (0%)"
"org.hibernate.mapping.Column","1,152 B (0%)","16 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","1,152 B (0%)","48 (0%)"
"java.util.concurrent.atomic.LongAdder","1,152 B (0%)","36 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaReflectionManager$MemberKey","1,152 B (0%)","48 (0%)"
"java.text.SimpleDateFormat","1,152 B (0%)","18 (0%)"
"org.h2.index.MetaIndex","1,152 B (0%)","16 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1,152 B (0%)","24 (0%)"
"java.security.Provider$UString","1,152 B (0%)","48 (0%)"
"org.h2.expression.Expression[]","1,128 B (0%)","38 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$WeakEntryReference","1,120 B (0%)","28 (0%)"
"org.apache.juli.logging.DirectJDKLog","1,120 B (0%)","70 (0%)"
"sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes","1,104 B (0%)","69 (0%)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","1,104 B (0%)","46 (0%)"
"org.apache.coyote.ActionCode","1,104 B (0%)","46 (0%)"
"sun.reflect.generics.reflectiveObjects.WildcardTypeImpl","1,104 B (0%)","46 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1,088 B (0%)","34 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,080 B (0%)","15 (0%)"
"org.h2.mvstore.MVMap","1,080 B (0%)","15 (0%)"
"jdk.internal.loader.URLClassPath$1","1,056 B (0%)","33 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode","1,056 B (0%)","33 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","1,056 B (0%)","33 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl","1,056 B (0%)","33 (0%)"
"java.io.ByteArrayInputStream","1,056 B (0%)","33 (0%)"
"java.rmi.MarshalledObject","1,056 B (0%)","33 (0%)"
"java.util.ServiceLoader$2","1,056 B (0%)","44 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$SetCcl","1,056 B (0%)","66 (0%)"
"sun.security.util.KnownOIDs[]","1,048 B (0%)","1 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"java.lang.Integer[]","1,040 B (0%)","1 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"org.h2.command.CommandContainer","1,040 B (0%)","26 (0%)"
"org.h2.expression.function.FunctionInfo[]","1,032 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","1,032 B (0%)","43 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1,032 B (0%)","43 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,024 B (0%)","41 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXProperty","1,024 B (0%)","32 (0%)"
"com.sun.proxy.$Proxy26","1,008 B (0%)","63 (0%)"
"org.springframework.beans.factory.config.ConstructorArgumentValues","1,008 B (0%)","42 (0%)"
"org.springframework.core.log.CompositeLog","1,000 B (0%)","25 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","1,000 B (0%)","25 (0%)"
"org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder","1,000 B (0%)","25 (0%)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","992 B (0%)","31 (0%)"
"com.sun.proxy.$Proxy5","992 B (0%)","62 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"org.springframework.core.SerializableTypeWrapper$TypeProxyInvocationHandler","976 B (0%)","61 (0%)"
"java.util.jar.Attributes","976 B (0%)","61 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"antlr.collections.impl.BitSet","960 B (0%)","60 (0%)"
"java.util.EnumMap","960 B (0%)","24 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor","960 B (0%)","15 (0%)"
"org.h2.jdbc.JdbcConnection","960 B (0%)","10 (0%)"
"javax.management.MBeanParameterInfo[]","952 B (0%)","39 (0%)"
"java.io.ObjectStreamClass$FieldReflector","920 B (0%)","23 (0%)"
"javax.management.openmbean.ArrayType","912 B (0%)","19 (0%)"
"org.h2.expression.ExpressionVisitor","912 B (0%)","19 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","912 B (0%)","57 (0%)"
"org.apache.tomcat.util.http.MimeHeaderField","912 B (0%)","38 (0%)"
"org.hibernate.mapping.Property","896 B (0%)","16 (0%)"
"double[]","896 B (0%)","9 (0%)"
"com.fasterxml.jackson.databind.MapperFeature","896 B (0%)","28 (0%)"
"java.util.ImmutableCollections$ListN","896 B (0%)","56 (0%)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0%)","28 (0%)"
"org.springframework.core.$Proxy20","864 B (0%)","54 (0%)"
"org.hibernate.boot.model.naming.Identifier","864 B (0%)","36 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType","864 B (0%)","27 (0%)"
"java.lang.management.ManagementPermission","864 B (0%)","36 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl","864 B (0%)","27 (0%)"
"org.springframework.data.repository.query.parser.Part$Type","864 B (0%)","27 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","864 B (0%)","18 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","864 B (0%)","18 (0%)"
"org.hibernate.event.spi.EventType","864 B (0%)","36 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","848 B (0%)","53 (0%)"
"org.thymeleaf.engine.Attribute[]","840 B (0%)","35 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","840 B (0%)","35 (0%)"
"org.thymeleaf.engine.Attributes","840 B (0%)","35 (0%)"
"java.util.regex.Pattern$Start","840 B (0%)","35 (0%)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","840 B (0%)","15 (0%)"
"java.util.regex.Pattern$BitClass","832 B (0%)","52 (0%)"
"org.attoparser.HtmlBodyBlockElement","832 B (0%)","26 (0%)"
"org.h2.command.dml.Insert","832 B (0%)","8 (0%)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","832 B (0%)","26 (0%)"
"java.util.concurrent.atomic.AtomicReference","800 B (0%)","50 (0%)"
"java.sql.Statement[]","800 B (0%)","10 (0%)"
"java.util.regex.Pattern$BranchConn","800 B (0%)","50 (0%)"
"com.fasterxml.jackson.databind.SerializationFeature","800 B (0%)","25 (0%)"
"java.security.Permission[]","792 B (0%)","33 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","792 B (0%)","33 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$6","792 B (0%)","33 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$7","792 B (0%)","33 (0%)"
"org.h2.command.dml.Call","792 B (0%)","11 (0%)"
"java.security.Permissions$1","792 B (0%)","33 (0%)"
"java.security.PermissionsHash","792 B (0%)","33 (0%)"
"sun.rmi.server.MarshalOutputStream$1","784 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantLock","784 B (0%)","49 (0%)"
"org.springframework.data.mapping.model.Property","768 B (0%)","16 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$OfNonGenericType$ForLoadedType","768 B (0%)","32 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0%)","32 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","760 B (0%)","19 (0%)"
"java.text.DigitList","760 B (0%)","19 (0%)"
"org.apache.tomcat.util.res.StringManager","744 B (0%)","31 (0%)"
"org.springframework.format.support.FormattingConversionService$ParserConverter","744 B (0%)","31 (0%)"
"javax.management.openmbean.CompositeType","728 B (0%)","13 (0%)"
"com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl","720 B (0%)","6 (0%)"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[]","720 B (0%)","5 (0%)"
"java.util.IdentityHashMap","720 B (0%)","18 (0%)"
"org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder","720 B (0%)","30 (0%)"
"java.lang.Thread[]","712 B (0%)","8 (0%)"
"org.h2.result.LocalResultImpl","704 B (0%)","8 (0%)"
"org.h2.mvstore.tx.Transaction","704 B (0%)","8 (0%)"
"org.thymeleaf.engine.XMLAttributeName","704 B (0%)","22 (0%)"
"org.h2.index.IndexCursor","704 B (0%)","11 (0%)"
"java.lang.invoke.Invokers","696 B (0%)","29 (0%)"
"org.h2.expression.aggregate.AggregateType","696 B (0%)","29 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Size","696 B (0%)","29 (0%)"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet","688 B (0%)","43 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","688 B (0%)","43 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","688 B (0%)","43 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter","688 B (0%)","43 (0%)"
"org.springframework.core.convert.Property","680 B (0%)","17 (0%)"
"org.h2.mvstore.db.ValueDataType","680 B (0%)","17 (0%)"
"net.bytebuddy.description.type.TypeDescription$Latent","672 B (0%)","21 (0%)"
"org.springframework.data.util.ClassTypeInformation","672 B (0%)","14 (0%)"
"com.sun.jmx.mbeanserver.NamedObject","672 B (0%)","28 (0%)"
"org.springframework.context.annotation.ScannedGenericBeanDefinition","672 B (0%)","6 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$195.0x0000000800c4a0d0","672 B (0%)","42 (0%)"
"org.h2.index.IndexType","672 B (0%)","28 (0%)"
"int[][]","672 B (0%)","8 (0%)"
"net.bytebuddy.utility.JavaType","672 B (0%)","21 (0%)"
"org.thymeleaf.engine.IEngineTemplateEvent[]","664 B (0%)","2 (0%)"
"java.beans.MethodDescriptor[]","664 B (0%)","5 (0%)"
"com.sun.proxy.$Proxy29","656 B (0%)","41 (0%)"
"org.h2.engine.Mode","648 B (0%)","9 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","648 B (0%)","27 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","648 B (0%)","27 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter","648 B (0%)","27 (0%)"
"org.h2.util.SmallLRUCache","640 B (0%)","10 (0%)"
"org.h2.message.Trace","640 B (0%)","20 (0%)"
"com.sun.jmx.mbeanserver.PerInterface","640 B (0%)","16 (0%)"
"java.lang.invoke.LambdaForm[]","624 B (0%)","3 (0%)"
"org.hibernate.mapping.RootClass","624 B (0%)","3 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaAnnotationReader","624 B (0%)","39 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","624 B (0%)","13 (0%)"
"org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl","624 B (0%)","13 (0%)"
"java.time.LocalTime","624 B (0%)","26 (0%)"
"java.util.regex.Pattern$$Lambda$134.0x0000000800bf34c0","624 B (0%)","39 (0%)"
"com.fasterxml.jackson.databind.cfg.BaseSettings","616 B (0%)","11 (0%)"
"org.h2.mvstore.db.MVTable","608 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy9","608 B (0%)","38 (0%)"
"org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key","600 B (0%)","15 (0%)"
"org.springframework.beans.factory.config.BeanDefinitionHolder","600 B (0%)","25 (0%)"
"com.fasterxml.jackson.databind.JavaType[]","600 B (0%)","24 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet","576 B (0%)","24 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$1","576 B (0%)","9 (0%)"
"java.time.Duration","576 B (0%)","24 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl$1","576 B (0%)","36 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$929.0x0000000801101cd8","576 B (0%)","24 (0%)"
"net.bytebuddy.matcher.ModifierMatcher$Mode","576 B (0%)","18 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","576 B (0%)","24 (0%)"
"org.hibernate.loader.entity.CascadeEntityLoader","576 B (0%)","6 (0%)"
"ch.qos.logback.core.status.InfoStatus","560 B (0%)","14 (0%)"
"org.springframework.beans.propertyeditors.CustomNumberEditor","560 B (0%)","14 (0%)"
"org.springframework.core.convert.support.ObjectToStringConverter","560 B (0%)","35 (0%)"
"org.hibernate.loader.DefaultEntityAliases","560 B (0%)","14 (0%)"
"org.springframework.aop.framework.ProxyFactory","560 B (0%)","10 (0%)"
"com.fasterxml.jackson.databind.type.MapType","560 B (0%)","10 (0%)"
"java.util.concurrent.TimeUnit","560 B (0%)","7 (0%)"
"java.lang.Boolean","560 B (0%)","35 (0%)"
"com.zaxxer.hikari.pool.PoolEntry","560 B (0%)","10 (0%)"
"org.springframework.beans.factory.support.DisposableBeanAdapter","560 B (0%)","14 (0%)"
"sun.nio.ch.NioSocketImpl","560 B (0%)","7 (0%)"
"sun.invoke.util.Wrapper","560 B (0%)","10 (0%)"
"javax.management.openmbean.SimpleType","560 B (0%)","14 (0%)"
"java.util.regex.Pattern$SliceI","552 B (0%)","23 (0%)"
"org.thymeleaf.processor.element.MatchingElementName","544 B (0%)","17 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext","544 B (0%)","1 (0%)"
"java.net.InetAddress$InetAddressHolder","544 B (0%)","17 (0%)"
"java.lang.Character[]","528 B (0%)","1 (0%)"
"java.security.SecurityPermission","528 B (0%)","22 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping","528 B (0%)","11 (0%)"
"org.hibernate.tuple.entity.EntityBasedBasicAttribute","520 B (0%)","13 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","520 B (0%)","13 (0%)"
"java.time.temporal.ChronoUnit","512 B (0%)","16 (0%)"
"org.hibernate.property.access.spi.GetterFieldImpl","512 B (0%)","16 (0%)"
"org.hibernate.property.access.spi.SetterFieldImpl","512 B (0%)","16 (0%)"
"java.util.regex.Pattern$Curly","512 B (0%)","16 (0%)"
"org.attoparser.HtmlBodyAutoCloseElement","512 B (0%)","16 (0%)"
"net.bytebuddy.description.method.MethodDescription$ForLoadedMethod","512 B (0%)","16 (0%)"
"java.lang.invoke.MethodType[]","512 B (0%)","12 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXMethod","512 B (0%)","16 (0%)"
"org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor","512 B (0%)","8 (0%)"
